poem_slug,author_name,poem_title,poem_link,line_index,line_text,correct_last_word,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,no_choices,target_pos
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,0,"Death, be not proud, though some have called thee",thee,tea,thee,fee,tree,cod,key,False,NOUN
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,1,"Mighty and dreadful, for thou art not so;",so;,,,,,,,True,ADV
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,2,For those whom thou think'st thou dost overthrow,overthrow,tokyo,angelo,cicero,staccato,overthrow,tobacco,False,NOUN
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,3,"Die not, poor Death, nor yet canst thou kill me.",me.,she.,three.,me.,,,,False,OTHER
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,4,"From rest and sleep, which but thy pictures be,","be,","be,","see,",,,,,False,VERB
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,5,"Much pleasure; then from thee much more must flow,","flow,","flow,","know,","slow,",,,,False,VERB
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,6,"And soonest our best men with thee do go,","go,","know,","go,","slow,",,,,False,VERB
john-donne-holy-sonnets-death-be-not-proud,John Donne,"Holy Sonnets: Death, be not proud",https://www.poetryfoundation.org/poems/44107/holy-sonnets-death-be-not-proud,7,"Rest of their bones, and soul's delivery.",delivery.,,,,,,,True,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,0,"Thou, silent form, dost tease us out of thought",thought,fought,taut,thought,taught,caught,bought,False,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,1,As doth eternity: Cold Pastoral!,Pastoral!,,,,,,,True,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,2,"         When old age shall this generation waste,","waste,","paste,","haste,","waist,","taste,","waste,",,False,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,3,"                Thou shalt remain, in midst of other woe",woe,coe,throw,bow,owe,woe,row,False,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,4,"Than ours, a friend to man, to whom thou say'st,","say'st,",,,,,,,True,NOUN
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,5,"         Beauty is truth, truth beauty,—that is all",all,,,,,,,True,OTHER
john-keats-ode-on-a-grecian-urn,John Keats,Ode on a Grecian Urn,https://www.poetryfoundation.org/poems/44477/ode-on-a-grecian-urn,6,"                Ye know on earth, and all ye need to know.",know.,know.,slow.,,,,,False,VERB
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,0,"This is the month, and this the happy morn,","morn,","warn,","borne,","morn,","worn,","torn,","horn,",False,NOUN
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,1,"      Wherein the Son of Heav'n's eternal King,","King,","Thing,","String,","Spring,","King,","Ring,",,False,NOUN
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,2,"Of wedded Maid, and Virgin Mother born,","born,",,,,,,,True,VERB
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,3,      Our great redemption from above did bring;,bring;,sting;,wing;,bring;,zing;,ching;,swing;,False,VERB
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,4,"      For so the holy sages once did sing,","sing,","sing,","swing,","cling,","wing,","zing,","ching,",False,VERB
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,5,"            That he our deadly forfeit should release,","release,",,,,,,,True,VERB
john-milton-on-the-morning-of-christs-nativity,John Milton,On the Morning of Christ's Nativity,https://www.poetryfoundation.org/poems/44733/on-the-morning-of-christs-nativity,6,            And with his Father work us a perpetual peace.,peace.,niece.,grease.,peace.,greece.,cease.,piece.,False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,0,"OF Mans First Disobedience, and the Fruit",Fruit,Hoot,Boot,Cute,Brute,Route,Fruit,False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,1,"Of that Forbidden Tree, whose mortal tast",tast,,,,,,,True,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,2,"Brought Death into the World, and all our woe,","woe,","show,","snow,","coe,","woe,","grow,","toe,",False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,3,"With loss of Eden, till one greater Man",Man,Man,Han,Ann,Plan,Ran,Anne,False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,4,"Restore us, and regain the blissful Seat,","Seat,","Meat,","Feet,","Beat,","Eat,","Seat,","Sheet,",False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,5,"Sing Heav'nly Muse, that on the secret top",top,crop,top,shop,cop,stop,drop,False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,6,"Of Oreb, or of Sinai, didst inspire",inspire,retire,hire,wire,fire,inspire,,False,NOUN
john-milton-paradise-lost-book-1,John Milton,Paradise Lost: Book 1,https://www.poetryfoundation.org/poems/45718/paradise-lost-book-1-1674-version,7,"That Shepherd, who first taught the chosen Seed,","Seed,","Seed,","Fried,",,,,,False,VERB
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,0,"Love one another, but make not a bond",bond,bond,blond,fond,pond,blonde,,False,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,1,of love:,love:,glove:,love:,,,,,False,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,2,     Let it rather be a moving sea between,between,,,,,,,True,OTHER
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,3,the shores of your souls.,souls.,rolls.,coals.,souls.,roles.,poles.,soles.,False,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,4,     Fill each other’s cup but drink not from,from,from,some,,,,,False,OTHER
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,5,one cup.,cup.,,,,,,,True,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,6,     Give one another of your bread but eat,eat,sweet,eat,beat,feat,suite,heat,False,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,7,not from the same loaf.,loaf.,,,,,,,True,NOUN
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,8,"     Sing and dance together and be joyous,","joyous,",,,,,,,True,ADJ
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,9,"but let each one of you be alone,","alone,",,,,,,,True,ADV
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,10,     Even as the strings of a lute are alone,alone,,,,,,,True,ADV
khalil-gibran-on-marriage,Khalil Gibran,On Marriage,https://www.poetryfoundation.org/poems/148575/on-marriage-5bff1992e5829,11,though they quiver with the same music.,music.,,,,,,,True,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,0,What happens to a dream deferred?,deferred?,incurred?,conferred?,referred?,preferred?,deferred?,,False,VERB
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,1,      Does it dry up,up,,,,,,,True,ADV
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,2,      like a raisin in the sun?,sun?,none?,spun?,gun?,son?,sun?,dunn?,False,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,3,      Or fester like a sore—,sore—,store—,sore—,roar—,door—,floor—,gore—,False,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,4,      And then run?,run?,done?,run?,,,,,False,VERB
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,5,      Does it stink like rotten meat?,meat?,meat?,pete?,fleet?,wheat?,seat?,feet?,False,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,6,      Or crust and sugar over—,over—,,,,,,,True,OTHER
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,7,      like a syrupy sweet?,sweet?,sweet?,neat?,beat?,heat?,pete?,suite?,False,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,8,      Maybe it just sags,sags,,,,,,,True,VERB
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,9,      like a heavy load.,load.,road.,strode.,glowed.,load.,mode.,rode.,False,NOUN
langston-hughes-harlem,Langston Hughes,Harlem,https://www.poetryfoundation.org/poems/46548/harlem,10,      Or does it explode?,explode?,bestowed?,explode?,,,,,False,VERB
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,0,"Thump, thump, thump, went his foot on the floor.",floor.,fore.,floor.,shore.,core.,wore.,store.,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,1,He played a few chords then he sang some more—,more—,,,,,,,True,ADV
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,2,“I got the Weary Blues,Blues,Screws,Who'S,Blues,Shoes,Choose,Clues,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,3,And I can’t be satisfied.,satisfied.,dignified.,classified.,testified.,qualified.,amplified.,satisfied.,False,VERB
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,4,Got the Weary Blues,Blues,Jews,Views,Clues,Shoes,Hughes,Blues,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,5,And can’t be satisfied—,satisfied—,satisfied—,verified—,simplified—,specified—,qualified—,fortified—,False,VERB
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,6,I ain’t happy no mo’,mo’,toe’,mo’,owe’,bow’,coe’,show’,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,7,And I wish that I had died.”,died.”,fried.”,sighed.”,dried.”,tried.”,lied.”,died.”,False,VERB
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,8,And far into the night he crooned that tune.,tune.,strewn.,june.,tune.,noon.,spoon.,,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,9,The stars went out and so did the moon.,moon.,moon.,june.,strewn.,noon.,spoon.,,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,10,The singer stopped playing and went to bed,bed,shed,said,ted,fled,bed,sped,False,VERB
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,11,While the Weary Blues echoed through his head.,head.,jed.,head.,read.,dread.,spread.,lead.,False,NOUN
langston-hughes-the-weary-blues,Langston Hughes,The Weary Blues,https://www.poetryfoundation.org/poems/47347/the-weary-blues,12,He slept like a rock or a man that’s dead.,dead.,dead.,red.,,,,,False,ADJ
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,0,"’Twas brillig, and the slithy toves",toves,,,,,,,True,NOUN
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,1,      Did gyre and gimble in the wabe:,wabe:,,,,,,,True,NOUN
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,2,"All mimsy were the borogoves,","borogoves,",,,,,,,True,NOUN
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,3,      And the mome raths outgrabe.,outgrabe.,,,,,,,True,OTHER
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,4,"“Beware the Jabberwock, my son!",son!,spun!,son!,dunn!,gun!,won!,sun!,False,NOUN
lewis-carroll-the-jabberwocky,Lewis Carroll,The Jabberwocky,https://www.poetryfoundation.org/poems/42916/jabberwocky,5,"      The jaws that bite, the claws that catch!",catch!,patch!,latch!,scratch!,batch!,catch!,hatch!,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,0,"She walks in beauty, like the night",night,dwight,right,plight,night,height,slight,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,1,Of cloudless climes and starry skies;,skies;,skies;,ties;,buys;,dies;,prize;,guys;,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,2,And all that’s best of dark and bright,bright,spite,bite,sight,knight,flight,bright,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,3,Meet in her aspect and her eyes;,eyes;,guise;,cries;,eyes;,buys;,prize;,thighs;,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,4,Thus mellowed to that tender light,light,fight,slight,rite,plight,flight,light,False,NOUN
lord-byron-she-walks-in-beauty,Lord Byron,She Walks in Beauty,https://www.poetryfoundation.org/poems/43844/she-walks-in-beauty,5,Which heaven to gaudy day denies.,denies.,replies.,comprise.,applies.,advise.,denies.,,False,NOUN
maya-angelou-still-i-rise,Maya Angelou,Still I Rise,https://www.poetryfoundation.org/poems/46446/still-i-rise,0,Leaving behind nights of terror and fear,fear,deer,beer,we're,dear,fear,rear,False,NOUN
maya-angelou-still-i-rise,Maya Angelou,Still I Rise,https://www.poetryfoundation.org/poems/46446/still-i-rise,1,I rise,rise,,,,,,,True,VERB
maya-angelou-still-i-rise,Maya Angelou,Still I Rise,https://www.poetryfoundation.org/poems/46446/still-i-rise,2,Into a daybreak that's wondrously clear,clear,,,,,,,True,ADJ
maya-angelou-still-i-rise,Maya Angelou,Still I Rise,https://www.poetryfoundation.org/poems/46446/still-i-rise,3,I rise,rise,,,,,,,True,VERB
maya-angelou-still-i-rise,Maya Angelou,Still I Rise,https://www.poetryfoundation.org/poems/46446/still-i-rise,4,"Bringing the gifts that my ancestors gave,","gave,","gave,","save,",,,,,False,VERB
